name,country,region
A/common_buzzard/England/075831/2021|2.3.4.4b|2021-12-21,UK,Other
A/common_buzzard/Netherlands/21038793-001/2021|2.3.4.4b|2021-11-12,Netherlands,Other
A/common_buzzard/Netherlands/21041451-002/2021|2.3.4.4b|2021-12-27,Netherlands,Other
A/common_buzzard/Sweden/SVA211111SZ0376/FB004484/2021|2.3.4.4b|2021-11-09,Sweden,Other
A/common_buzzard_/Sweden/SVA211104SZ0320/FB004419/M-2021|2.3.4.4b|2021-10-29,Sweden,Other
A/common_murre/Netherlands/21025491-002/2021|2.3.4.4b|2021-03-17,Netherlands,Other
A/common_pheasant_/Sweden/SVA210923SZ0341/KN000365/M-2021-H5N1|2.3.4.4b|2021-09-22,Sweden,Other
A/common_pheasant_/Sweden/SVA210923SZ0341/KN000366/M-2021|2.3.4.4b|2021-09-22,Sweden,Other
A/common_pheasant_/Sweden/SVA211104SZ0320/FB004417/M-2021|2.3.4.4b|2021-10-29,Sweden,Other
A/common_pheasant_/Sweden/SVA211104SZ0320/FB004418/M-2021|2.3.4.4b|2021-10-29,Sweden,Other
A/domestic_duck/England/066456/2021|2.3.4.4b|2021-12-06,UK,Other
A/domestic_duck/England/070195/2021|2.3.4.4b|2021-12-12,UK,Other
A/domestic_duck/England/076200/2021|2.3.4.4b|2021-12-29,UK,Other
A/domestic_duck/Germany-BB/AI06239/2021|2.3.4.4b|2021-11-02,Germany,Other
A/domestic_duck/Northern_Ireland/17400/2021|2.3.4.4b|2021-11-30,UK,Other
A/domestic_goose/NL/FAV-0035-17/2021|2.3.4.4b|2021-12-17,Canada,North America
A/duck/Czech_Republic/18520-2/2021|2.3.4.4b|2021-09-27,Czech Republic,Other
A/duck/South_Carolina/USDA-001743-033/2022|2.3.4.4b|2022-01-06,USA,North America
A/emu/NL/FAV-0035-12/2021|2.3.4.4b|2021-12-17,Canada,North America
A/gadwall/Croatia/108/2021|2.3.4.4b|2021-11-22,Croatia,Other
A/gadwall/North_Carolina/AH0182894/2022|2.3.4.4b|2022-01-08,USA,North America
A/gadwall_duck/Tennessee/CEIRR-295/2022|2.3.4.4b|2022-01-25,USA,North America
A/gadwall_duck/Tennessee/CEIRR-296/2022|2.3.4.4b|2022-01-25,USA,North America
A/gadwall_duck/Tennessee/CEIRR-297/2022|2.3.4.4b|2022-01-25,USA,North America
A/glaucous_gull/USA/22-023553-001/1905|2.3.4.4b|1905-07-14,USA,North America
A/golden_eagle/Finland/9378_21VIR7689-12/2021|2.3.4.4b|2021-07-01,Finland,Other
A/goose/Chelyabinsk/1341-3/2021|2.3.4.4b|2021-08-08,Russia,Other
A/goose/Czech_Republic/18520-1/2021|2.3.4.4b|2021-09-27,Czech Republic,Other
A/goose/Czech_Republic/18520-2/2021|2.3.4.4b|2021-09-27,Czech Republic,Other
A/goose/Delaware/USDA-004745-001/2022|2.3.4.4b|2022-02-04,USA,North America
A/goose/Massachusetts/USDA-005893-001/2022|2.3.4.4b|2022-02-03,USA,North America
A/goose/Massachusetts/USDA-005893-002/2022|2.3.4.4b|2022-02-03,USA,North America
A/goose/Missouri/USDA-012338-014/2022|2.3.4.4b|2022-03-01,USA,North America
A/goose/Missouri/USDA-012338-029/2022|2.3.4.4b|2022-03-01,USA,North America
A/goose/Netherlands/21028502-002/21028502/2021|2.3.4.4b|2021-05-09,Netherlands,Other
A/goose/Netherlands/22000221-001/2022|2.3.4.4b|2022-01-04,Netherlands,Other
A/goose/New_Hampshire/USDA-006203-001/2022|2.3.4.4b|2022-02-22,USA,North America
A/goose/New_Hampshire/USDA-006203-002/2022|2.3.4.4b|2022-02-22,USA,North America
A/goose/New_Hampshire/USDA-006203-003/2022|2.3.4.4b|2022-02-22,USA,North America
A/goose/Ohio/USDA-007948-001/2022|2.3.4.4b|2022-03-01,USA,North America
A/great_black-backed_gull/Sweden/SVA211109SZ0434/FB004445/M-2021|2.3.4.4b|2021-11-09,Sweden,Other
A/great_skua/Scotland/041672/2021|2.3.4.4b|2021-07-20,UK,Other
A/great_skua/Scotland/042505/2021|2.3.4.4b|2021-07-22,UK,Other
A/great_skua/Scotland/B07779/2021|2.3.4.4b|2021-07-29,UK,Other
A/greylag_goose/Netherlands/21038036-002/2021|2.3.4.4b|2021-10-30,Netherlands,Other
A/greylag_goose/Northern_Ireland/17077/2021|2.3.4.4b|2021-11-24,UK,Other
A/greylag_goose_/Sweden/SVA211103SZ0398/FB004410/M-2021|2.3.4.4b|2021-11-01,Sweden,Other
A/greylag_goose_/Sweden/SVA211111SZ0376/FB004497/M-2021|2.3.4.4b|2021-11-08,Sweden,Other
A/guinea_fowl/Michigan/22-005440-003/2022|2.3.4.4b|2022-02-22,USA,North America
A/gull/Estonia/TA2113284-4_21VIR7512-8/2021|2.3.4.4b|2021-06-02,Estonia,Other
A/gull/Florida/W22-162/2022|2.3.4.4b|2022-03-01,USA,North America
A/herring_gull/Germany-SH/AI06141/2021|2.3.4.4b|2021-10-21,Germany,Other
A/hooded_merganser/Florida/W22-154/2022|2.3.4.4b|2022-03-01,USA,North America
A/lesser_scaup/Florida/W22-129A/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-143/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-145A/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-145B/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-145C/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-145D/2022|2.3.4.4b|2022-02-12,USA,North America
A/lesser_scaup/Georgia/W22-145E/2022|2.3.4.4b|2022-02-12,USA,North America
A/mallard/North_Carolina/AH0182886/2022|2.3.4.4b|2022-01-08,USA,North America
A/mallard_duck/Tennessee/CEIRR-278/2022|2.3.4.4b|2022-01-24,USA,North America
A/mallard_duck/Tennessee/CEIRR-282/2022|2.3.4.4b|2022-01-24,USA,North America
A/mallard_duck/Tennessee/CEIRR-287/2022|2.3.4.4b|2022-01-25,USA,North America
A/mallard_duck/Tennessee/CEIRR-288/2022|2.3.4.4b|2022-01-25,USA,North America
A/mallard_duck/Tennessee/CEIRR-290/2022|2.3.4.4b|2022-01-25,USA,North America
A/mallard_duck/Tennessee/CEIRR-291/2022|2.3.4.4b|2022-01-25,USA,North America
A/mallard_duck/Tennessee/CEIRR-293/2022|2.3.4.4b|2022-01-25,USA,North America
A/mallard_duck/Tennessee/CEIRR-303/2022|2.3.4.4b|2022-01-30,USA,North America
A/mallard_duck/Tennessee/CEIRR-307/2022|2.3.4.4b|2022-01-31,USA,North America
A/mallard_duck/Tennessee/CEIRR-309/2022|2.3.4.4b|2022-01-31,USA,North America
A/muscovy_duck/Georgia/W23-823A/2022|2.3.4.4b|2022-01-01,USA,North America
A/mute_swan/Austria/22007848-001/2022|2.3.4.4b|2022-01-24,Austria,Other
A/mute_swan/England/000030/2021|2.3.4.4b|2021-12-31,UK,Other
A/mute_swan/England/053054/2021|2.3.4.4b|2021-10-24,UK,Other
A/mute_swan/England/292632/2021|2.3.4.4b|2021-11-15,UK,Other
A/mute_swan/England/385466/2021|2.3.4.4b|2021-11-11,UK,Other
A/mute_swan/Ireland/033945_22VIR1325-16/2021|2.3.4.4b|2021-11-19,Ireland,Other
A/mute_swan/Netherlands/21038537-004/2021|2.3.4.4b|2021-11-11,Netherlands,Other
A/mute_swan/Netherlands/21039824-002/2021|2.3.4.4b|2021-11-25,Netherlands,Other
A/mute_swan/Northern_Ireland/17533/2021|2.3.4.4b|2021-12-03,UK,Other
A/mute_swan/Poland/MB490-L1/2021|2.3.4.4b|2021-11-08,Poland,Other
A/mute_swan/Scotland/073112/2021|2.3.4.4b|2021-12-15,UK,Other
A/northern_goshawk/Finland/14188_21RS3535-9/2021|2.3.4.4b|2021-11-01,Finland,Other
A/northern_pintail/North_Carolina/AH0182892/2022|2.3.4.4b|2022-01-08,USA,North America
A/northern_shoveler/North_Carolina/AH0182913/2022|2.3.4.4b|2022-01-08,USA,North America
A/oystercatcher/Germany-NI/AI05047/2021|2.3.4.4b|2021-07-17,Germany,Other
A/pelican/France/21P013720/2021|2.3.4.4b|2021-12-15,France,Other
A/pheasant/England/107851/2021|2.3.4.4b|2021-11-02,UK,Other
A/pheasant/Finland/12237_21RS3535-3/2021|2.3.4.4b|2021-09-01,Finland,Other
A/pheasant/Finland/12309_21RS3535-4/2021|2.3.4.4b|2021-09-01,Finland,Other
A/pheasant/Finland/12428_21RS3535-5/2021|2.3.4.4b|2021-09-01,Finland,Other
A/pheasant/Finland/13088_21RS3535-6/2021|2.3.4.4b|2021-10-01,Finland,Other
A/pheasant/New_York/22-005647-001/2022|2.3.4.4b|2022-02-22,USA,North America
A/pheasant/New_York/22-005647-002/2022|2.3.4.4b|2022-02-22,USA,North America
A/pheasant/Scotland/000348/2021|2.3.4.4b|2021-02-10,UK,Other
A/pheasant/Scotland/11039/2021|2.3.4.4b|2021-02-10,UK,Other
A/pheasant/Wales/385129/2021|2.3.4.4b|2021-10-27,UK,Other
A/red-shouldered_hawk/North_Carolina/121/2022|2.3.4.4b|2022-02-12,USA,North America
A/royal_tern/Florida/W22-245A/2022|2.3.4.4b|2022-03-02,USA,North America
A/sanderling/MA/22HP00124/2022|2.3.4.4b|2022-03-01,USA,North America
A/seagull/Italy/21VIR11259-12/2021|2.3.4.4b|2021-12-15,Italy,Other
A/seagull/Slovenia/2075_22VIR777-7/2021|2.3.4.4b|2021-12-30,Slovenia,Other
A/silkie_chicken/Iowa/22-006114-001/2022|2.3.4.4b|2022-02-28,USA,North America
A/snow_goose/Kansas/W22-199A/2022|2.3.4.4b|2022-03-14,USA,North America
A/snow_goose/Kentucky/W22-092/2022|2.3.4.4b|2022-02-08,USA,North America
A/snowy_owl/MA/22MM00323/2022|2.3.4.4b|2022-02-07,USA,North America
A/swan/Slovenia/2049_22VIR777-3/2021|2.3.4.4b|2021-12-27,Slovenia,Other
A/swan/Slovenia/2072_22VIR777-5/2021|2.3.4.4b|2021-12-30,Slovenia,Other
A/teal/Samara/Bolshechernigovsky/2021|2.3.4.4b|2021-10-13,Russia,Other
A/turkey/Germany-NI/AI04373/2021|2.3.4.4b|2021-04-27,Germany,Other
A/turkey/Germany-NI/AI04425/2021|2.3.4.4b|2021-05-03,Germany,Other
A/turkey/Germany-NI/AI04455/2021|2.3.4.4b|2021-05-05,Germany,Other
A/turkey/Indiana/22-003707-003/2022|2.3.4.4b|2022-02-07,USA,North America
A/turkey/Indiana/22-004688-002/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/22-004688-003/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/22-004688-006/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/22-005289-001/2022|2.3.4.4b|2022-02-16,USA,North America
A/turkey/Indiana/22-005289-002/2022|2.3.4.4b|2022-02-16,USA,North America
A/turkey/Indiana/22-005328-001/2022|2.3.4.4b|2022-02-18,USA,North America
A/turkey/Indiana/22-005328-002/2022|2.3.4.4b|2022-02-18,USA,North America
A/turkey/Indiana/22-005696-001/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/22-005696-002/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/22-005696-003/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/22-006259-001/2022|2.3.4.4b|2022-02-28,USA,North America
A/turkey/Indiana/22-006259-002/2022|2.3.4.4b|2022-02-28,USA,North America
A/turkey/Indiana/22-006261-001/2022|2.3.4.4b|2022-03-01,USA,North America
A/turkey/Indiana/22-006261-002/2022|2.3.4.4b|2022-03-01,USA,North America
A/turkey/Indiana/USDA-003707-003/2022|2.3.4.4b|2022-02-07,USA,North America
A/turkey/Indiana/USDA-004688-002/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/USDA-004688-003/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/USDA-004688-006/2022|2.3.4.4b|2022-02-14,USA,North America
A/turkey/Indiana/USDA-005289-001/2022|2.3.4.4b|2022-02-16,USA,North America
A/turkey/Indiana/USDA-005328-001/2022|2.3.4.4b|2022-02-18,USA,North America
A/turkey/Indiana/USDA-005696-001/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/USDA-005696-002/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/USDA-005696-003/2022|2.3.4.4b|2022-02-21,USA,North America
A/turkey/Indiana/USDA-006259-001/2022|2.3.4.4b|2022-02-28,USA,North America
A/turkey/Indiana/USDA-006261-001/2022|2.3.4.4b|2022-03-01,USA,North America
A/turkey/Indiana/USDA-006261-002/2022|2.3.4.4b|2022-03-01,USA,North America
A/turkey/Kentucky/22-004546-001/2022|2.3.4.4b|2022-02-12,USA,North America
A/turkey/Kentucky/22-004546-002/2022|2.3.4.4b|2022-02-12,USA,North America
A/turkey/Kentucky/USDA-004546-001/2022|2.3.4.4b|2022-02-12,USA,North America
A/turkey/Michigan/22-005440-001/2022|2.3.4.4b|2022-02-22,USA,North America
A/turkey/Netherlands/21040980-001005/2021|2.3.4.4b|2021-12-20,Netherlands,Other
A/turkey/Tyumen/81-96V/2021|2.3.4.4b|2021-10-30,Russia,Other
A/turkey/Wales/065047/2021|2.3.4.4b|2021-12-02,UK,Other
A/ural_owl/Finland/14041_21RS3535-7/2021|2.3.4.4b|2021-10-01,Finland,Other
A/western_jackdaw/Sweden/SVA211111SZ0376/FB004483/2021|2.3.4.4b|2021-11-08,Sweden,Other
A/western_marsh_harrier/Netherlands/21028606-002/2021|2.3.4.4b|2021-05-07,Netherlands,Other
A/white-tailed_eagle/Estonia/TA2111864-2_21VIR7512-6/2021|2.3.4.4b|2021-05-16,Estonia,Other
A/white-tailed_eagle/Finland/6984_21VIR7689-10/2021|2.3.4.4b|2021-06-01,Finland,Other
A/white-tailed_eagle/Iceland/2022AI02104/2021|2.3.4.4b|2021-10-25,Iceland,Other
A/white-tailed_eagle/Netherlands/21027616-001/2021|2.3.4.4b|2021-04-23,Netherlands,Other
A/white-tailed_eagle/Sweden/SVA211118SZ0354/FB004721/2021|2.3.4.4b|2021-11-17,Sweden,Other
A/white-tailed_eagle/Sweden/SVA211201SZ0380/FB004721/M-2021|2.3.4.4b|2021-11-26,Sweden,Other
A/white-tailed_sea_eagle/Germany-MV/2022AI04824/2021|2.3.4.4b|2021-11-26,Germany,Other
A/whooper_swan/Ireland/032444_22VIR1325-2/2021|2.3.4.4b|2021-11-09,Ireland,Other
A/European_herring_gull/Denmark/24453-1.01_2021|2.3.4.4b|2021-11-05,Denmark,Other
A/common_buzzard/Denmark/25424-1.02_2021|2.3.4.4b|2021-12-18,Denmark,Other
A/herring_gull/Latvia/287263_21VIR8325-5_2021|2.3.4.4b|2021-05-30,Latvia,Other
